subject,day,trial,cat,x,y,xt,yt,resp,rt,fb,f_name,acc,n_trials,block,session_type,ns_left_digit,ns_right_digit,ns_left_size,ns_right_size,ns_congruent,ns_cue,ns_correct_side,ns_resp,ns_rt,ns_fb,acc_stroop,acc_stroop_mean,resp_key
10,3,300,A,16.48815877517442,43.41949183353633,0.8244079387587209,0.6820317828341987,A,1604.6518329994797,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,301,A,26.107998397482135,56.83963308323948,1.3053999198741066,0.8928348686352225,A,855.2927920000002,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,302,B,73.12128851381378,59.67590161307107,3.656064425690689,0.9373868705198568,B,835.4589170003237,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,303,A,60.057358580461496,73.56847886997117,3.002867929023074,1.155610963768387,A,612.0885830005136,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,304,B,67.61315385523643,50.29222838161172,3.3806576927618215,0.7899884760816573,B,653.4666249999646,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,305,B,43.59514931141662,15.922983551357069,2.1797574655708307,0.2501176407408724,B,631.910125000104,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,306,B,47.48882229941214,35.056273215621175,2.374441114970607,0.5506626519821606,B,697.0349589992111,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,307,A,42.35449114342297,49.89108233034241,2.1177245571711483,0.7836872886432363,B,621.5976250005042,Incorrect,sub_010_day_03_data.csv,0,300,12.0,Training at home,,,,,,,,,,,,,
10,3,308,A,30.235883224745315,51.713064742063615,1.5117941612372658,0.8123069214414022,A,523.7938749996829,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,309,A,36.27494958407586,64.1291726634452,1.813747479203793,1.0073386886013542,A,510.2866659999563,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,310,B,79.81578716119316,61.44996722176015,3.990789358059658,0.9652538279360764,B,743.1635000002643,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,311,B,52.17755557382608,24.334980120206325,2.6088777786913044,0.3822529738544692,B,705.894624999928,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,312,A,28.515281082245124,39.38886306678301,1.425764054112256,0.6187188142192992,A,513.751874999798,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,313,A,35.62858354015075,66.90073800151944,1.7814291770075374,1.050874335126545,A,506.5963750002993,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,314,A,55.88914983214946,69.25441850056558,2.7944574916074725,1.0878458619500493,A,563.7364160002107,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,315,B,48.92045944853549,30.8240886164808,2.4460229724267744,0.4841836517556842,B,570.0390829997559,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,316,A,38.46121460221279,66.9789290921554,1.9230607301106395,1.0521025579061354,A,544.4895829996312,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,317,A,38.46453990384939,45.81862600458881,1.9232269951924696,0.7197172942679722,A,742.643916999441,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,318,A,66.79308970109702,82.99645411650236,3.339654485054851,1.303705252632031,A,689.2299580003964,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,319,A,36.94867488623094,61.73448914690731,1.8474337443115472,0.969723087885214,A,521.7071659999419,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,320,B,56.2832361557003,27.778486933302933,2.814161807785015,0.4363434523875228,B,558.7472910001452,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,321,A,55.3927788257442,77.43493478721636,2.76963894128721,1.216345111293618,A,554.2335420004747,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,322,A,45.98441098186986,77.58122768349457,2.299220549093493,1.218643074734718,A,527.5964160000512,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,323,B,56.07100793656518,45.26845041801894,2.803550396828259,0.7110751563632106,B,918.3791670002392,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,324,B,56.78960311416552,36.20397614438306,2.8394801557082756,0.5686907274296699,B,581.7113749999407,Correct,sub_010_day_03_data.csv,1,300,12.0,Training at home,,,,,,,,,,,,,
10,3,325,B,46.75580549130772,20.531059665677592,2.337790274565386,0.3225011310805322,B,539.7250420001001,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,326,B,63.8823905210889,42.82343556572838,3.194119526054445,0.6726689528738409,B,474.4877499997529,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,327,A,46.55392629720085,66.47155957945188,2.327696314860043,1.0441328162373114,A,475.94416700030706,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,328,B,46.9996336620372,16.65005840875172,2.3499816831018596,0.2615385058938768,B,493.4767919994556,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,329,B,32.5901345441801,18.98645123725029,1.6295067272090051,0.2982384786234316,B,446.1582500007353,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,330,B,85.78672200311198,60.75226345116393,4.289336100155599,0.9542943227356414,B,665.4308750003111,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,331,B,70.1196098839664,54.15353116840063,3.50598049419832,0.8506416784229667,B,606.693875000019,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,332,A,53.761669865252195,76.75064050688644,2.6880834932626096,1.2055962418737285,A,709.6165830007521,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,333,B,71.40180667282998,45.29025192582959,3.570090333641499,0.711417613647086,B,581.1127919996579,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,334,A,11.57336266033618,33.88522605414241,0.578668133016809,0.5322678861846162,A,566.553250000652,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,335,A,14.025684883884288,39.896277451819515,0.7012842441942143,0.6266892607410816,A,575.8364579996851,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,336,A,16.075854224401233,43.263389495052806,0.8037927112200617,0.6795797330352588,A,517.2682920001535,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,337,B,46.312746574237025,17.346595443693314,2.3156373287118512,0.2724796840535055,B,1045.471041000383,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,338,B,76.75545723731388,52.55059669008031,3.8377728618656937,0.825462842516582,B,614.9093750000247,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,339,B,55.72082994532999,44.83339480836852,2.7860414972664995,0.7042413188273065,B,601.6986670001643,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,340,B,61.336863523444705,37.78465911344446,3.0668431761722355,0.5935200374459587,B,671.4465000004566,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,341,B,70.46330758839579,46.89823596980842,3.5231653794197895,0.7366757679453536,B,543.2534999999916,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,342,A,39.52554636906314,52.9216122494058,1.976277318453157,0.8312907412943044,A,730.469666999852,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,343,A,45.42892273467755,60.1851700505687,2.2714461367338776,0.9453864404295952,A,753.5154170000169,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,344,A,54.737980442095925,62.679920433219635,2.736899022104796,0.984573887802978,A,576.5032080007586,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,345,A,52.15277294216319,71.33917203404424,2.607638647108159,1.120593093876659,A,615.7247080000161,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,346,A,28.371736078344423,49.06588714199061,1.4185868039172214,0.770725152935718,A,586.2411670004803,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,347,B,70.98301878174317,37.724518156018966,3.5491509390871583,0.5925753454958198,B,644.8180000006687,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,348,A,39.22293248726071,56.91712377424394,1.9611466243630356,0.8940520895631285,A,551.3828749999448,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,349,A,64.65883489896656,77.73400233013389,3.232941744948328,1.2210428532724025,A,558.8335829997959,Correct,sub_010_day_03_data.csv,1,300,13.0,Training at home,,,,,,,,,,,,,
10,3,350,A,34.524608902680654,48.76332169783669,1.726230445134033,0.7659724660527976,A,631.8162090001351,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
10,3,351,A,54.10690730290943,71.10944117442678,2.7053453651454715,1.1169844899722736,A,890.5780420000156,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
10,3,352,B,67.42586551289494,37.1665040256258,3.371293275644747,0.5838100800326075,B,774.2059590000281,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
10,3,353,A,23.689407912022848,35.60185327388721,1.1844703956011424,0.5592326034971289,A,920.163083999796,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
10,3,354,B,51.23861835699635,34.09100190462203,2.5619309178498173,0.5355002056853811,B,642.462083999817,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
10,3,355,B,48.19129628663512,36.69477508037309,2.4095648143317563,0.5764001790881496,B,808.0344169993623,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
10,3,356,B,40.153253371669514,14.901548475564203,2.0076626685834755,0.2340729760897234,B,616.7217499996696,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
10,3,357,A,56.9500997729225,74.41362835217166,2.847504988646125,1.168886540790718,A,622.6028749997568,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
10,3,358,A,52.464024470837046,75.5735153206153,2.6232012235418525,1.1871060026860034,A,938.5999999994964,Correct,sub_010_day_03_data.csv,1,300,14.0,Training at home,,,,,,,,,,,,,
